Title,CompanyName,CategoryName
Core banking technical support,A1Softech,IT/Software Development
Android Specialist,LINK Development,IT/Software Development
Android Specialist,LINK Development,Engineering - Telecom/Technology
Senior Android Developer,LINK Development,IT/Software Development
Senior Android Developer,LINK Development,Engineering - Telecom/Technology
Software Sales Account Manager - ERB SYSTEMS,CompactSoft International,Customer Service/Support
Software Sales Account Manager - ERB SYSTEMS,CompactSoft International,IT/Software Development
Software Sales Account Manager - ERB SYSTEMS,CompactSoft International,Sales/Retail
.Net Web Developer -,CompactSoft International,IT/Software Development
.Net Web Developer -,CompactSoft International,Engineering - Telecom/Technology
Software Digital Marketing Manager,CompactSoft International,Customer Service/Support
Software Digital Marketing Manager,CompactSoft International,IT/Software Development
Software Digital Marketing Manager,CompactSoft International,Project/Program Management
Junior Implementation Specialist,Health Insights Group,IT/Software Development
Junior Implementation Specialist,Health Insights Group,Medical/Healthcare
Junior Implementation Specialist,Health Insights Group,Engineering - Telecom/Technology
Senior .NET Developer,Advanced Solutions,IT/Software Development
System Administrator,New Plan,Installation/Maintenance/Repair
System Administrator,New Plan,IT/Software Development
Odoo ERP Sales Executive,ERP-Bank,IT/Software Development
Junior Backend Developer / Hybrid (Remote/In-Office),Zewail City,IT/Software Development
ERP Administrator,Premier Services and Recruitment,IT/Software Development
Technical Support Specialist,Confidential,Customer Service/Support
Technical Support Specialist,Confidential,IT/Software Development
Sales Engineer (Sales Account Manager),Zawaya,Business Development
Sales Engineer (Sales Account Manager),Zawaya,Customer Service/Support
Sales Engineer (Sales Account Manager),Zawaya,Sales/Retail
Senior Odoo Developer - (Onsite),Confidential,Installation/Maintenance/Repair
Senior Odoo Developer - (Onsite),Confidential,IT/Software Development
Senior Odoo Developer - (Onsite),Confidential,Engineering - Telecom/Technology
Service Desk Engineer,British University of Egypt,IT/Software Development
Infrastructure and security Manager,British University of Egypt,IT/Software Development
Senior Network Engineer,British University of Egypt,IT/Software Development
System Administrator,British University of Egypt,IT/Software Development
Software developer,British University of Egypt,IT/Software Development
Front End Developer (Vuejs) Hybrid,Finiex Soft,IT/Software Development
Front End Developer (Vuejs) Hybrid,Finiex Soft,Engineering - Telecom/Technology
WordPress Content Writing,Alexandria For Programming,IT/Software Development
"Senior Oracle Applications Developer (EBS, APEX)",Roya Developments,IT/Software Development
IT Supervisor,Confidential,IT/Software Development
IT Supervisor,Confidential,Engineering - Telecom/Technology
IT Technical Support Specialist,Shifa Egypt,Administration
IT Technical Support Specialist,Shifa Egypt,IT/Software Development
IT System Administrator,Confidential,IT/Software Development
IT System Administrator,Confidential,Engineering - Telecom/Technology
Software Technical Support,Silicon21,Installation/Maintenance/Repair
Software Technical Support,Silicon21,IT/Software Development
Software Technical Support,Silicon21,Engineering - Telecom/Technology
Senior Business Analyst,Masria Digital Payment (MDP),IT/Software Development
Senior Business Analyst,Masria Digital Payment (MDP),Other
Senior Business Analyst,Masria Digital Payment (MDP),Analyst/Research
System Senior Specialist,Etisalat Egypt,IT/Software Development
Agile Coach,Confidential,IT/Software Development
Computer Science Instructor for Kids,Edu-Zone,IT/Software Development
Computer Science Instructor for Kids,Edu-Zone,Engineering - Telecom/Technology
Computer Science Instructor for Kids,Edu-Zone,Education/Teaching
Sales Executive,Confidential,IT/Software Development
Sales Executive,Confidential,Sales/Retail
Odoo Developer,3D Diagnostix,IT/Software Development
System Administrator,Confidential,Engineering - Telecom/Technology
Senior UI UX Designer,Confidential,IT/Software Development
Senior UI UX Designer,Confidential,Engineering - Telecom/Technology
software sales,Puzzle,IT/Software Development
software sales,Puzzle,Sales/Retail
Senior Mobile Developer,Confidential,IT/Software Development
Senior Mobile Developer,Confidential,Engineering - Telecom/Technology
Senior Front End Developer,Confidential,IT/Software Development
Senior Front End Developer,Confidential,Engineering - Telecom/Technology
Senior Backend Developer,Confidential,IT/Software Development
Senior Backend Developer,Confidential,Engineering - Telecom/Technology
Scrum Master,Confidential,IT/Software Development
Scrum Master,Confidential,Engineering - Telecom/Technology
Junior Mobile Developer,Confidential,IT/Software Development
Junior Mobile Developer,Confidential,Engineering - Telecom/Technology
Junior Front End Developer,Confidential,IT/Software Development
Junior Front End Developer,Confidential,Engineering - Telecom/Technology
Junior Backend Developer,Confidential,IT/Software Development
Junior Backend Developer,Confidential,Engineering - Telecom/Technology
Mobile Developer (React Native) - Remote,Guestna,IT/Software Development
Business Analyst,Aman,IT/Software Development
Business Analyst,Aman,Engineering - Telecom/Technology
IT Help Desk,Seoudi Supermarket,Installation/Maintenance/Repair
IT Help Desk,Seoudi Supermarket,IT/Software Development
IT Help Desk,Seoudi Supermarket,Engineering - Telecom/Technology
Flutter developer,TRAUXIT,IT/Software Development
Senior Integration Engineer,Confidential,Engineering - Telecom/Technology
Senior Integration Engineer,Confidential,Engineering - Mechanical/Electrical
IT Specialist,Kellogg Tolaram Noodles Egypt LLC,IT/Software Development
Data Center Account Manager,EGID company,IT/Software Development
Data Center Account Manager,EGID company,Sales/Retail
Data Center Account Manager,EGID company,Engineering - Telecom/Technology
ABAP Consultant,Johnson Controls,IT/Software Development
Senior React JS Developer ( Remotely ),Confidential,IT/Software Development
IT senior,Confidential,IT/Software Development
IT senior,Confidential,Engineering - Telecom/Technology
Full Stack Developer,Khales,IT/Software Development
Product Owner,Aman,IT/Software Development
Product Owner,Aman,Project/Program Management
Senior Software Quality Control Engineer,GET Group- Egypt,IT/Software Development
Senior Software Quality Control Engineer,GET Group- Egypt,Quality
Senior Software Quality Control Engineer,GET Group- Egypt,Engineering - Telecom/Technology
Web Developer,Marketopia,IT/Software Development
Web Developer,Marketopia,Marketing/PR/Advertising
Customer Success Specialist,Bevatel,Customer Service/Support
Customer Success Specialist,Bevatel,IT/Software Development
Senior Architect Engineer (interior design),Naia Developments,Engineering - Construction/Civil/Architecture
IT Help Desk Engineer,INDEVCO,Installation/Maintenance/Repair
IT Help Desk Engineer,INDEVCO,IT/Software Development
IT Help Desk Engineer,INDEVCO,Engineering - Telecom/Technology
Data Modeler,Capleo Globle,IT/Software Development
Senior Liferay Developer,Confidential,IT/Software Development
Senior Liferay Developer,Confidential,Engineering - Telecom/Technology
technical support software specialist,Dynamicslink,IT/Software Development
technical support software specialist,Dynamicslink,Project/Program Management
Network Engineer.,Target Integrated Systems,Installation/Maintenance/Repair
Network Engineer.,Target Integrated Systems,IT/Software Development
Network Engineer.,Target Integrated Systems,Engineering - Telecom/Technology
Data Engineer lead,BBI-Consultancy,IT/Software Development
Full Stack Developer - PHP,Confidential,IT/Software Development
Application Support Engineer,Azm development,IT/Software Development
HR Operations Manager,Confidential,Human Resources
HR Operations Manager,Confidential,Operations/Management
App Product Manager / Programmer (Flutter),Confidential,IT/Software Development
Odoo Analyst,3D Diagnostix,IT/Software Development
Accountant,Crevisoft Corporation,Accounting/Finance
Accountant,Crevisoft Corporation,Administration
Accountant,Crevisoft Corporation,IT/Software Development
senior oracle developer,Perfect Presentation,IT/Software Development
SOC Analyst,Al Ahly capital holding - Al Ahly Tamkeen,IT/Software Development
Sr.Technical Consulting Microsoft Security - large Saudi Arabian IT company ( Egypt branch ),Pillars,IT/Software Development
Sr.Technical Consulting Microsoft Security - large Saudi Arabian IT company ( Egypt branch ),Pillars,Engineering - Telecom/Technology
Logistics Team Leader,SABA,IT/Software Development
Logistics Team Leader,SABA,Logistics/Supply Chain
Logistics Team Leader,SABA,Engineering - Telecom/Technology
Senior Backend Developer (.NET),EDRAK Software,IT/Software Development
Senior Java Developer,Al Ahly Momkn for e-payment,IT/Software Development
Senior Java Developer,Al Ahly Momkn for e-payment,Engineering - Telecom/Technology
Senior Solution Architecture Engineer,Khales,Business Development
Senior Solution Architecture Engineer,Khales,IT/Software Development
Liferay Project Team Leader-Architect,Confidential,IT/Software Development
Liferay Project Team Leader-Architect,Confidential,Operations/Management
Software Developer (.Net),BI-Technologies,IT/Software Development
Software Developer (.Net),BI-Technologies,Engineering - Telecom/Technology
BI Developer,Transmar International,IT/Software Development
Mobile Application Developer-Liferay,Confidential,Creative/Design/Art
Mobile Application Developer-Liferay,Confidential,IT/Software Development
Java Backend Developer,Basata,IT/Software Development
Java Backend Developer,Basata,Engineering - Telecom/Technology
Dotnet Fullstack Developer,Interactive Limited/Carma Group,IT/Software Development
Mobile Application Developer- Flutter,Confidential,IT/Software Development
Software Business Analyst,SHAWAHID ROADS INDUSTRIAL COMPANY,IT/Software Development
Software Business Analyst,SHAWAHID ROADS INDUSTRIAL COMPANY,Analyst/Research
Senior Full Stack Engineer (Remote) / Python and C++,Sprints.ai,IT/Software Development
Senior Full Stack Engineer (Remote) / Python and C++,Sprints.ai,Engineering - Telecom/Technology
IT Help Desk Technician,Melco-Mec Egypt for Elevators & Escalators - Mitsubishi,IT/Software Development
IT Associate,Shotmed,IT/Software Development
Flutter Developer,Arabia for Information Technology,IT/Software Development
Flutter Developer,Arabia for Information Technology,Engineering - Telecom/Technology
Software Project Coordinator,Arabia for Information Technology,IT/Software Development
Software Project Coordinator,Arabia for Information Technology,Project/Program Management
Software Project Coordinator,Arabia for Information Technology,Engineering - Telecom/Technology
Senior Project Manager,Confidential,IT/Software Development
Senior Project Manager,Confidential,Project/Program Management
Accounting Manager,EFS,Accounting/Finance
Accounting Manager,EFS,Operations/Management
"Tech Lead, Fintech",Optasia,IT/Software Development
"Tech Lead, Fintech",Optasia,Engineering - Telecom/Technology
Sales Account Manager - Daftra,"Izam, inc.",Business Development
Sales Account Manager - Daftra,"Izam, inc.",IT/Software Development
Sales Account Manager - Daftra,"Izam, inc.",Sales/Retail
